;ESTACION;PRODUCTO;INICIAL;FINAL;PVP;ESTACION;PAGO;TARIFA
50;76;1;01/08/2025;20/08/2025;1,790;SORIA ALCUBILLAS;MENSUAL;TARIFA CARRERAS
50;83;1;01/08/2025;20/08/2025;1,790;ES RIBA-ROJA;MENSUAL;TARIFA CARRERAS
50;84;1;01/08/2025;20/08/2025;1,790;ES PISTA DE SILLA;MENSUAL;TARIFA CARRERAS
50;85;1;01/08/2025;20/08/2025;1,790;ES REAL DE GANDIA;MENSUAL;TARIFA CARRERAS
50;87;1;01/08/2025;20/08/2025;1,790;ES CHIVA;MENSUAL;TARIFA CARRERAS
50;88;1;01/08/2025;20/08/2025;1,790;ES ALBERIC;MENSUAL;TARIFA CARRERAS
50;18;1;01/08/2025;20/08/2025;1,777;ABRERA;MENSUAL;TARIFA CARRERAS
50;70;1;01/08/2025;20/08/2025;1,826;VALDEHERRERA;MENSUAL;TARIFA CARRERAS
50;23;1;01/08/2025;20/08/2025;1,814;EL CASAR;MENSUAL;TARIFA CARRERAS
50;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA CARRERAS
50;8;1;01/08/2025;20/08/2025;1,790;LA JOYOSA;MENSUAL;TARIFA CARRERAS
50;82;1;01/08/2025;20/08/2025;1,782;JUNDIZ NORPETROL;MENSUAL;TARIFA CARRERAS
50;16;1;01/08/2025;20/08/2025;1,911;OLIVERAL;MENSUAL;TARIFA CARRERAS
50;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA CARRERAS
50;5;1;01/08/2025;20/08/2025;1,794;GUARROMAN;MENSUAL;TARIFA CARRERAS
50;41;1;01/08/2025;20/08/2025;1,802;VALDEPEÑAS;MENSUAL;TARIFA CARRERAS
50;64;1;01/08/2025;20/08/2025;1,807;OPEN;MENSUAL;TARIFA CARRERAS
50;44;1;01/08/2025;20/08/2025;1,777;TJOIL SEVILLA;MENSUAL;TARIFA CARRERAS
50;33;1;01/08/2025;20/08/2025;1,830;BENAVENTE;MENSUAL;TARIFA CARRERAS
50;34;1;01/08/2025;20/08/2025;1,788;IRUN ZAISA III;MENSUAL;TARIFA CARRERAS
50;91;1;01/08/2025;20/08/2025;1,802;TARRAGONA ;MENSUAL;TARIFA CARRERAS
50;53;1;01/08/2025;20/08/2025;1,802;VILAMALLA;MENSUAL;TARIFA CARRERAS
50;45;1;01/08/2025;20/08/2025;1,814;LACHAR;MENSUAL;TARIFA CARRERAS
50;47;1;01/08/2025;20/08/2025;1,790;LA CAMPANA;MENSUAL;TARIFA CARRERAS
50;56;1;01/08/2025;20/08/2025;1,838;AVILESINA;MENSUAL;TARIFA CARRERAS
50;61;1;01/08/2025;20/08/2025;1,814;GOR;MENSUAL;TARIFA CARRERAS
50;60;1;01/08/2025;20/08/2025;1,777;LLERS;MENSUAL;TARIFA CARRERAS
50;65;1;01/08/2025;20/08/2025;1,814;DARRO - A92;MENSUAL;TARIFA CARRERAS
50;68;1;01/08/2025;20/08/2025;1,878;MERIDA;MENSUAL;TARIFA CARRERAS
50;67;1;01/08/2025;20/08/2025;1,777;SANCTI-SPIRITUS;MENSUAL;TARIFA CARRERAS
50;77;1;01/08/2025;20/08/2025;1,777;MURCIA;MENSUAL;TARIFA CARRERAS
50;78;1;01/08/2025;20/08/2025;1,777;NORIOIL;MENSUAL;TARIFA CARRERAS
50;80;1;01/08/2025;20/08/2025;1,827;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA CARRERAS
50;81;1;01/08/2025;20/08/2025;1,839;WATERY ARANDA;MENSUAL;TARIFA CARRERAS
50;79;1;01/08/2025;20/08/2025;1,741;BERA ;MENSUAL;TARIFA CARRERAS
50;71;1;01/08/2025;20/08/2025;1,807;PUERTO DE BARCELONA;MENSUAL;TARIFA CARRERAS
50;86;1;01/08/2025;20/08/2025;1,819;GIRONA-CALSINA;MENSUAL;TARIFA CARRERAS
50;89;1;01/08/2025;20/08/2025;1,790;CATARROJA;MENSUAL;TARIFA CARRERAS
50;90;1;01/08/2025;20/08/2025;1,790;MANISES - EXOIL;MENSUAL;TARIFA CARRERAS
50;93;1;01/08/2025;20/08/2025;1,836;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA CARRERAS
50;94;1;01/08/2025;20/08/2025;1,825;VEGA DE VALCARCE;MENSUAL;TARIFA CARRERAS
50;95;1;01/08/2025;20/08/2025;1,834;HOILA TOLEDO;MENSUAL;TARIFA CARRERAS
50;97;1;01/08/2025;20/08/2025;1,798;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA CARRERAS
85;73;1;01/08/2025;20/08/2025;1,802;TORREJON;MENSUAL;TARIFA JAVI
85;19;1;01/08/2025;20/08/2025;1,782;ARCOS JALON;MENSUAL;TARIFA JAVI
85;26;1;01/08/2025;20/08/2025;1,790;ALFAJARIN;MENSUAL;TARIFA JAVI
85;1;1;01/08/2025;20/08/2025;1,807;TORREMOCHA;MENSUAL;TARIFA JAVI
85;2;1;01/08/2025;20/08/2025;1,807;MADRID;MENSUAL;TARIFA JAVI
85;55;1;01/08/2025;20/08/2025;1,833;VALLECAS;MENSUAL;TARIFA JAVI
85;96;1;01/08/2025;20/08/2025;1,802;ES VALDEMORO;MENSUAL;TARIFA JAVI
85;9;1;01/08/2025;20/08/2025;1,765;PAMPLONA;MENSUAL;TARIFA JAVI
85;10;1;01/08/2025;20/08/2025;1,765;PAMPLONA;MENSUAL;TARIFA JAVI
85;74;1;01/08/2025;20/08/2025;1,802;HUMILLADERO;MENSUAL;TARIFA JAVI
85;75;1;01/08/2025;20/08/2025;1,802;HUMILLADERO;MENSUAL;TARIFA JAVI
85;27;1;01/08/2025;20/08/2025;1,807;UCLES;MENSUAL;TARIFA JAVI
85;72;1;01/08/2025;20/08/2025;1,821;BENAMEJI;MENSUAL;TARIFA JAVI
85;76;1;01/08/2025;20/08/2025;1,797;SORIA ALCUBILLAS;MENSUAL;TARIFA JAVI
85;83;1;01/08/2025;20/08/2025;1,790;ES RIBA-ROJA;MENSUAL;TARIFA JAVI
85;84;1;01/08/2025;20/08/2025;1,790;ES PISTA DE SILLA;MENSUAL;TARIFA JAVI
85;85;1;01/08/2025;20/08/2025;1,790;ES REAL DE GANDIA;MENSUAL;TARIFA JAVI
85;87;1;01/08/2025;20/08/2025;1,790;ES CHIVA;MENSUAL;TARIFA JAVI
85;88;1;01/08/2025;20/08/2025;1,790;ES ALBERIC;MENSUAL;TARIFA JAVI
85;18;1;01/08/2025;20/08/2025;1,777;ABRERA;MENSUAL;TARIFA JAVI
85;70;1;01/08/2025;20/08/2025;1,833;VALDEHERRERA;MENSUAL;TARIFA JAVI
85;23;1;01/08/2025;20/08/2025;1,814;EL CASAR;MENSUAL;TARIFA JAVI
85;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA JAVI
85;8;1;01/08/2025;20/08/2025;1,797;LA JOYOSA;MENSUAL;TARIFA JAVI
85;82;1;01/08/2025;20/08/2025;1,782;JUNDIZ NORPETROL;MENSUAL;TARIFA JAVI
85;16;1;01/08/2025;20/08/2025;1,911;OLIVERAL;MENSUAL;TARIFA JAVI
85;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA JAVI
85;5;1;01/08/2025;20/08/2025;1,794;GUARROMAN;MENSUAL;TARIFA JAVI
85;41;1;01/08/2025;20/08/2025;1,802;VALDEPEÑAS;MENSUAL;TARIFA JAVI
85;64;1;01/08/2025;20/08/2025;1,814;OPEN;MENSUAL;TARIFA JAVI
85;44;1;01/08/2025;20/08/2025;1,785;TJOIL SEVILLA;MENSUAL;TARIFA JAVI
85;33;1;01/08/2025;20/08/2025;1,837;BENAVENTE;MENSUAL;TARIFA JAVI
85;34;1;01/08/2025;20/08/2025;1,808;IRUN ZAISA III;MENSUAL;TARIFA JAVI
85;91;1;01/08/2025;20/08/2025;1,809;TARRAGONA ;MENSUAL;TARIFA JAVI
85;53;1;01/08/2025;20/08/2025;1,809;VILAMALLA;MENSUAL;TARIFA JAVI
85;45;1;01/08/2025;20/08/2025;1,821;LACHAR;MENSUAL;TARIFA JAVI
85;47;1;01/08/2025;20/08/2025;1,809;LA CAMPANA;MENSUAL;TARIFA JAVI
85;56;1;01/08/2025;20/08/2025;1,845;AVILESINA;MENSUAL;TARIFA JAVI
85;61;1;01/08/2025;20/08/2025;1,821;GOR;MENSUAL;TARIFA JAVI
85;60;1;01/08/2025;20/08/2025;1,777;LLERS;MENSUAL;TARIFA JAVI
85;65;1;01/08/2025;20/08/2025;1,821;DARRO - A92;MENSUAL;TARIFA JAVI
85;68;1;01/08/2025;20/08/2025;1,885;MERIDA;MENSUAL;TARIFA JAVI
85;67;1;01/08/2025;20/08/2025;1,785;SANCTI-SPIRITUS;MENSUAL;TARIFA JAVI
85;77;1;01/08/2025;20/08/2025;1,785;MURCIA;MENSUAL;TARIFA JAVI
85;78;1;01/08/2025;20/08/2025;1,785;NORIOIL;MENSUAL;TARIFA JAVI
85;80;1;01/08/2025;20/08/2025;1,834;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA JAVI
85;81;1;01/08/2025;20/08/2025;1,846;WATERY ARANDA;MENSUAL;TARIFA JAVI
85;79;1;01/08/2025;20/08/2025;1,741;BERA ;MENSUAL;TARIFA JAVI
85;71;1;01/08/2025;20/08/2025;1,814;PUERTO DE BARCELONA;MENSUAL;TARIFA JAVI
85;86;1;01/08/2025;20/08/2025;1,819;GIRONA-CALSINA;MENSUAL;TARIFA JAVI
85;89;1;01/08/2025;20/08/2025;1,790;CATARROJA;MENSUAL;TARIFA JAVI
85;90;1;01/08/2025;20/08/2025;1,790;MANISES - EXOIL;MENSUAL;TARIFA JAVI
85;93;1;01/08/2025;20/08/2025;1,843;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA JAVI
85;94;1;01/08/2025;20/08/2025;1,832;VEGA DE VALCARCE;MENSUAL;TARIFA JAVI
85;95;1;01/08/2025;20/08/2025;1,842;HOILA TOLEDO;MENSUAL;TARIFA JAVI
85;97;1;01/08/2025;20/08/2025;1,798;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA JAVI
65;73;1;01/08/2025;20/08/2025;1,802;TORREJON;MENSUAL;TARIFA TRANSFRIRED
65;19;1;01/08/2025;20/08/2025;1,782;ARCOS JALON;MENSUAL;TARIFA TRANSFRIRED
65;26;1;01/08/2025;20/08/2025;1,790;ALFAJARIN;MENSUAL;TARIFA TRANSFRIRED
65;1;1;01/08/2025;20/08/2025;1,807;TORREMOCHA;MENSUAL;TARIFA TRANSFRIRED
65;2;1;01/08/2025;20/08/2025;1,807;MADRID;MENSUAL;TARIFA TRANSFRIRED
65;55;1;01/08/2025;20/08/2025;1,833;VALLECAS;MENSUAL;TARIFA TRANSFRIRED
65;96;1;01/08/2025;20/08/2025;1,821;ES VALDEMORO;MENSUAL;TARIFA TRANSFRIRED
65;9;1;01/08/2025;20/08/2025;1,785;PAMPLONA;MENSUAL;TARIFA TRANSFRIRED
65;10;1;01/08/2025;20/08/2025;1,785;PAMPLONA;MENSUAL;TARIFA TRANSFRIRED
65;74;1;01/08/2025;20/08/2025;1,802;HUMILLADERO;MENSUAL;TARIFA TRANSFRIRED
65;75;1;01/08/2025;20/08/2025;1,802;HUMILLADERO;MENSUAL;TARIFA TRANSFRIRED
65;27;1;01/08/2025;20/08/2025;1,807;UCLES;MENSUAL;TARIFA TRANSFRIRED
65;72;1;01/08/2025;20/08/2025;1,821;BENAMEJI;MENSUAL;TARIFA TRANSFRIRED
65;76;1;01/08/2025;20/08/2025;1,797;SORIA ALCUBILLAS;MENSUAL;TARIFA TRANSFRIRED
65;83;1;01/08/2025;20/08/2025;1,790;ES RIBA-ROJA;MENSUAL;TARIFA TRANSFRIRED
65;84;1;01/08/2025;20/08/2025;1,790;ES PISTA DE SILLA;MENSUAL;TARIFA TRANSFRIRED
65;85;1;01/08/2025;20/08/2025;1,790;ES REAL DE GANDIA;MENSUAL;TARIFA TRANSFRIRED
65;87;1;01/08/2025;20/08/2025;1,790;ES CHIVA;MENSUAL;TARIFA TRANSFRIRED
65;88;1;01/08/2025;20/08/2025;1,790;ES ALBERIC;MENSUAL;TARIFA TRANSFRIRED
65;18;1;01/08/2025;20/08/2025;1,777;ABRERA;MENSUAL;TARIFA TRANSFRIRED
65;70;1;01/08/2025;20/08/2025;1,833;VALDEHERRERA;MENSUAL;TARIFA TRANSFRIRED
65;23;1;01/08/2025;20/08/2025;1,814;EL CASAR;MENSUAL;TARIFA TRANSFRIRED
65;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA TRANSFRIRED
65;8;1;01/08/2025;20/08/2025;1,797;LA JOYOSA;MENSUAL;TARIFA TRANSFRIRED
65;82;1;01/08/2025;20/08/2025;1,782;JUNDIZ NORPETROL;MENSUAL;TARIFA TRANSFRIRED
65;16;1;01/08/2025;20/08/2025;1,911;OLIVERAL;MENSUAL;TARIFA TRANSFRIRED
65;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA TRANSFRIRED
65;5;1;01/08/2025;20/08/2025;1,794;GUARROMAN;MENSUAL;TARIFA TRANSFRIRED
65;41;1;01/08/2025;20/08/2025;1,802;VALDEPEÑAS;MENSUAL;TARIFA TRANSFRIRED
65;64;1;01/08/2025;20/08/2025;1,814;OPEN;MENSUAL;TARIFA TRANSFRIRED
65;44;1;01/08/2025;20/08/2025;1,785;TJOIL SEVILLA;MENSUAL;TARIFA TRANSFRIRED
65;33;1;01/08/2025;20/08/2025;1,837;BENAVENTE;MENSUAL;TARIFA TRANSFRIRED
65;34;1;01/08/2025;20/08/2025;1,808;IRUN ZAISA III;MENSUAL;TARIFA TRANSFRIRED
65;91;1;01/08/2025;20/08/2025;1,809;TARRAGONA ;MENSUAL;TARIFA TRANSFRIRED
65;53;1;01/08/2025;20/08/2025;1,809;VILAMALLA;MENSUAL;TARIFA TRANSFRIRED
65;45;1;01/08/2025;20/08/2025;1,821;LACHAR;MENSUAL;TARIFA TRANSFRIRED
65;47;1;01/08/2025;20/08/2025;1,809;LA CAMPANA;MENSUAL;TARIFA TRANSFRIRED
65;56;1;01/08/2025;20/08/2025;1,845;AVILESINA;MENSUAL;TARIFA TRANSFRIRED
65;61;1;01/08/2025;20/08/2025;1,821;GOR;MENSUAL;TARIFA TRANSFRIRED
65;60;1;01/08/2025;20/08/2025;1,797;LLERS;MENSUAL;TARIFA TRANSFRIRED
65;65;1;01/08/2025;20/08/2025;1,821;DARRO - A92;MENSUAL;TARIFA TRANSFRIRED
65;68;1;01/08/2025;20/08/2025;1,885;MERIDA;MENSUAL;TARIFA TRANSFRIRED
65;67;1;01/08/2025;20/08/2025;1,785;SANCTI-SPIRITUS;MENSUAL;TARIFA TRANSFRIRED
65;77;1;01/08/2025;20/08/2025;1,785;MURCIA;MENSUAL;TARIFA TRANSFRIRED
65;78;1;01/08/2025;20/08/2025;1,785;NORIOIL;MENSUAL;TARIFA TRANSFRIRED
65;80;1;01/08/2025;20/08/2025;1,834;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA TRANSFRIRED
65;81;1;01/08/2025;20/08/2025;1,846;WATERY ARANDA;MENSUAL;TARIFA TRANSFRIRED
65;79;1;01/08/2025;20/08/2025;1,761;BERA ;MENSUAL;TARIFA TRANSFRIRED
65;71;1;01/08/2025;20/08/2025;1,814;PUERTO DE BARCELONA;MENSUAL;TARIFA TRANSFRIRED
65;86;1;01/08/2025;20/08/2025;1,819;GIRONA-CALSINA;MENSUAL;TARIFA TRANSFRIRED
65;89;1;01/08/2025;20/08/2025;1,790;CATARROJA;MENSUAL;TARIFA TRANSFRIRED
65;90;1;01/08/2025;20/08/2025;1,790;MANISES - EXOIL;MENSUAL;TARIFA TRANSFRIRED
65;93;1;01/08/2025;20/08/2025;1,843;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA TRANSFRIRED
65;94;1;01/08/2025;20/08/2025;1,832;VEGA DE VALCARCE;MENSUAL;TARIFA TRANSFRIRED
65;95;1;01/08/2025;20/08/2025;1,842;HOILA TOLEDO;MENSUAL;TARIFA TRANSFRIRED
65;97;1;01/08/2025;20/08/2025;1,798;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA TRANSFRIRED
62;73;1;01/08/2025;20/08/2025;1,802;TORREJON;MENSUAL;TARIFA ESPECIAL GENERAL
62;19;1;01/08/2025;20/08/2025;1,782;ARCOS JALON;MENSUAL;TARIFA ESPECIAL GENERAL
62;26;1;01/08/2025;20/08/2025;1,790;ALFAJARIN;MENSUAL;TARIFA ESPECIAL GENERAL
62;1;1;01/08/2025;20/08/2025;1,807;TORREMOCHA;MENSUAL;TARIFA ESPECIAL GENERAL
62;2;1;01/08/2025;20/08/2025;1,807;MADRID;MENSUAL;TARIFA ESPECIAL GENERAL
62;55;1;01/08/2025;20/08/2025;1,833;VALLECAS;MENSUAL;TARIFA ESPECIAL GENERAL
62;96;1;01/08/2025;20/08/2025;1,802;ES VALDEMORO;MENSUAL;TARIFA ESPECIAL GENERAL
62;9;1;01/08/2025;20/08/2025;1,765;PAMPLONA;MENSUAL;TARIFA ESPECIAL GENERAL
62;10;1;01/08/2025;20/08/2025;1,765;PAMPLONA;MENSUAL;TARIFA ESPECIAL GENERAL
62;74;1;01/08/2025;20/08/2025;1,802;HUMILLADERO;MENSUAL;TARIFA ESPECIAL GENERAL
62;75;1;01/08/2025;20/08/2025;1,802;HUMILLADERO;MENSUAL;TARIFA ESPECIAL GENERAL
62;27;1;01/08/2025;20/08/2025;1,807;UCLES;MENSUAL;TARIFA ESPECIAL GENERAL
62;72;1;01/08/2025;20/08/2025;1,802;BENAMEJI;MENSUAL;TARIFA ESPECIAL GENERAL
62;76;1;01/08/2025;20/08/2025;1,777;SORIA ALCUBILLAS;MENSUAL;TARIFA ESPECIAL GENERAL
62;83;1;01/08/2025;20/08/2025;1,790;ES RIBA-ROJA;MENSUAL;TARIFA ESPECIAL GENERAL
62;84;1;01/08/2025;20/08/2025;1,790;ES PISTA DE SILLA;MENSUAL;TARIFA ESPECIAL GENERAL
62;85;1;01/08/2025;20/08/2025;1,790;ES REAL DE GANDIA;MENSUAL;TARIFA ESPECIAL GENERAL
62;87;1;01/08/2025;20/08/2025;1,790;ES CHIVA;MENSUAL;TARIFA ESPECIAL GENERAL
62;88;1;01/08/2025;20/08/2025;1,790;ES ALBERIC;MENSUAL;TARIFA ESPECIAL GENERAL
62;18;1;01/08/2025;20/08/2025;1,777;ABRERA;MENSUAL;TARIFA ESPECIAL GENERAL
62;70;1;01/08/2025;20/08/2025;1,833;VALDEHERRERA;MENSUAL;TARIFA ESPECIAL GENERAL
62;23;1;01/08/2025;20/08/2025;1,814;EL CASAR;MENSUAL;TARIFA ESPECIAL GENERAL
62;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA ESPECIAL GENERAL
62;8;1;01/08/2025;20/08/2025;1,797;LA JOYOSA;MENSUAL;TARIFA ESPECIAL GENERAL
62;82;1;01/08/2025;20/08/2025;1,782;JUNDIZ NORPETROL;MENSUAL;TARIFA ESPECIAL GENERAL
62;16;1;01/08/2025;20/08/2025;1,911;OLIVERAL;MENSUAL;TARIFA ESPECIAL GENERAL
62;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA ESPECIAL GENERAL
62;5;1;01/08/2025;20/08/2025;1,794;GUARROMAN;MENSUAL;TARIFA ESPECIAL GENERAL
62;41;1;01/08/2025;20/08/2025;1,802;VALDEPEÑAS;MENSUAL;TARIFA ESPECIAL GENERAL
62;64;1;01/08/2025;20/08/2025;1,794;OPEN;MENSUAL;TARIFA ESPECIAL GENERAL
62;44;1;01/08/2025;20/08/2025;1,785;TJOIL SEVILLA;MENSUAL;TARIFA ESPECIAL GENERAL
62;33;1;01/08/2025;20/08/2025;1,837;BENAVENTE;MENSUAL;TARIFA ESPECIAL GENERAL
62;34;1;01/08/2025;20/08/2025;1,788;IRUN ZAISA III;MENSUAL;TARIFA ESPECIAL GENERAL
62;91;1;01/08/2025;20/08/2025;1,809;TARRAGONA ;MENSUAL;TARIFA ESPECIAL GENERAL
62;53;1;01/08/2025;20/08/2025;1,809;VILAMALLA;MENSUAL;TARIFA ESPECIAL GENERAL
62;45;1;01/08/2025;20/08/2025;1,821;LACHAR;MENSUAL;TARIFA ESPECIAL GENERAL
62;47;1;01/08/2025;20/08/2025;1,790;LA CAMPANA;MENSUAL;TARIFA ESPECIAL GENERAL
62;56;1;01/08/2025;20/08/2025;1,845;AVILESINA;MENSUAL;TARIFA ESPECIAL GENERAL
62;61;1;01/08/2025;20/08/2025;1,821;GOR;MENSUAL;TARIFA ESPECIAL GENERAL
62;60;1;01/08/2025;20/08/2025;1,777;LLERS;MENSUAL;TARIFA ESPECIAL GENERAL
62;65;1;01/08/2025;20/08/2025;1,821;DARRO - A92;MENSUAL;TARIFA ESPECIAL GENERAL
62;68;1;01/08/2025;20/08/2025;1,885;MERIDA;MENSUAL;TARIFA ESPECIAL GENERAL
62;67;1;01/08/2025;20/08/2025;1,785;SANCTI-SPIRITUS;MENSUAL;TARIFA ESPECIAL GENERAL
62;77;1;01/08/2025;20/08/2025;1,785;MURCIA;MENSUAL;TARIFA ESPECIAL GENERAL
62;78;1;01/08/2025;20/08/2025;1,785;NORIOIL;MENSUAL;TARIFA ESPECIAL GENERAL
62;80;1;01/08/2025;20/08/2025;1,834;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA ESPECIAL GENERAL
62;81;1;01/08/2025;20/08/2025;1,846;WATERY ARANDA;MENSUAL;TARIFA ESPECIAL GENERAL
62;79;1;01/08/2025;20/08/2025;1,741;BERA ;MENSUAL;TARIFA ESPECIAL GENERAL
62;71;1;01/08/2025;20/08/2025;1,814;PUERTO DE BARCELONA;MENSUAL;TARIFA ESPECIAL GENERAL
62;86;1;01/08/2025;20/08/2025;1,819;GIRONA-CALSINA;MENSUAL;TARIFA ESPECIAL GENERAL
62;89;1;01/08/2025;20/08/2025;1,790;CATARROJA;MENSUAL;TARIFA ESPECIAL GENERAL
62;90;1;01/08/2025;20/08/2025;1,790;MANISES - EXOIL;MENSUAL;TARIFA ESPECIAL GENERAL
62;93;1;01/08/2025;20/08/2025;1,843;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA ESPECIAL GENERAL
62;94;1;01/08/2025;20/08/2025;1,832;VEGA DE VALCARCE;MENSUAL;TARIFA ESPECIAL GENERAL
62;95;1;01/08/2025;20/08/2025;1,842;HOILA TOLEDO;MENSUAL;TARIFA ESPECIAL GENERAL
62;97;1;01/08/2025;20/08/2025;1,798;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA ESPECIAL GENERAL
31;73;1;01/08/2025;20/08/2025;1,821;TORREJON;MENSUAL;TARIFA ROR
31;19;1;01/08/2025;20/08/2025;1,802;ARCOS JALON;MENSUAL;TARIFA ROR
31;26;1;01/08/2025;20/08/2025;1,790;ALFAJARIN;MENSUAL;TARIFA ROR
31;1;1;01/08/2025;20/08/2025;1,807;TORREMOCHA;MENSUAL;TARIFA ROR
31;2;1;01/08/2025;20/08/2025;1,826;MADRID;MENSUAL;TARIFA ROR
31;55;1;01/08/2025;20/08/2025;1,833;VALLECAS;MENSUAL;TARIFA ROR
31;96;1;01/08/2025;20/08/2025;1,821;ES VALDEMORO;MENSUAL;TARIFA ROR
31;9;1;01/08/2025;20/08/2025;1,785;PAMPLONA;MENSUAL;TARIFA ROR
31;10;1;01/08/2025;20/08/2025;1,785;PAMPLONA;MENSUAL;TARIFA ROR
31;74;1;01/08/2025;20/08/2025;1,821;HUMILLADERO;MENSUAL;TARIFA ROR
31;75;1;01/08/2025;20/08/2025;1,821;HUMILLADERO;MENSUAL;TARIFA ROR
31;27;1;01/08/2025;20/08/2025;1,826;UCLES;MENSUAL;TARIFA ROR
31;72;1;01/08/2025;20/08/2025;1,821;BENAMEJI;MENSUAL;TARIFA ROR
31;76;1;01/08/2025;20/08/2025;1,797;SORIA ALCUBILLAS;MENSUAL;TARIFA ROR
31;83;1;01/08/2025;20/08/2025;1,809;ES RIBA-ROJA;MENSUAL;TARIFA ROR
31;84;1;01/08/2025;20/08/2025;1,809;ES PISTA DE SILLA;MENSUAL;TARIFA ROR
31;85;1;01/08/2025;20/08/2025;1,809;ES REAL DE GANDIA;MENSUAL;TARIFA ROR
31;87;1;01/08/2025;20/08/2025;1,809;ES CHIVA;MENSUAL;TARIFA ROR
31;88;1;01/08/2025;20/08/2025;1,809;ES ALBERIC;MENSUAL;TARIFA ROR
31;18;1;01/08/2025;20/08/2025;1,777;ABRERA;MENSUAL;TARIFA ROR
31;70;1;01/08/2025;20/08/2025;1,833;VALDEHERRERA;MENSUAL;TARIFA ROR
31;23;1;01/08/2025;20/08/2025;1,833;EL CASAR;MENSUAL;TARIFA ROR
31;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA ROR
31;8;1;01/08/2025;20/08/2025;1,797;LA JOYOSA;MENSUAL;TARIFA ROR
31;82;1;01/08/2025;20/08/2025;1,802;JUNDIZ NORPETROL;MENSUAL;TARIFA ROR
31;16;1;01/08/2025;20/08/2025;1,930;OLIVERAL;MENSUAL;TARIFA ROR
31;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA ROR
31;5;1;01/08/2025;20/08/2025;1,814;GUARROMAN;MENSUAL;TARIFA ROR
31;41;1;01/08/2025;20/08/2025;1,821;VALDEPEÑAS;MENSUAL;TARIFA ROR
31;64;1;01/08/2025;20/08/2025;1,814;OPEN;MENSUAL;TARIFA ROR
31;44;1;01/08/2025;20/08/2025;1,785;TJOIL SEVILLA;MENSUAL;TARIFA ROR
31;33;1;01/08/2025;20/08/2025;1,837;BENAVENTE;MENSUAL;TARIFA ROR
31;34;1;01/08/2025;20/08/2025;1,808;IRUN ZAISA III;MENSUAL;TARIFA ROR
31;91;1;01/08/2025;20/08/2025;1,809;TARRAGONA;MENSUAL;TARIFA ROR
31;53;1;01/08/2025;20/08/2025;1,809;VILAMALLA;MENSUAL;TARIFA ROR
31;45;1;01/08/2025;20/08/2025;1,821;LACHAR;MENSUAL;TARIFA ROR
31;47;1;01/08/2025;20/08/2025;1,809;LA CAMPANA;MENSUAL;TARIFA ROR
31;56;1;01/08/2025;20/08/2025;1,845;AVILESINA;MENSUAL;TARIFA ROR
31;61;1;01/08/2025;20/08/2025;1,821;GOR;MENSUAL;TARIFA ROR
31;60;1;01/08/2025;20/08/2025;1,797;LLERS;MENSUAL;TARIFA ROR
31;65;1;01/08/2025;20/08/2025;1,821;DARRO - A92;MENSUAL;TARIFA ROR
31;68;1;01/08/2025;20/08/2025;1,885;MERIDA;MENSUAL;TARIFA ROR
31;67;1;01/08/2025;20/08/2025;1,785;SANCTI-SPIRITUS;MENSUAL;TARIFA ROR
31;77;1;01/08/2025;20/08/2025;1,785;MURCIA;MENSUAL;TARIFA ROR
31;78;1;01/08/2025;20/08/2025;1,785;NORIOIL;MENSUAL;TARIFA ROR
31;80;1;01/08/2025;20/08/2025;1,834;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA ROR
31;81;1;01/08/2025;20/08/2025;1,846;WATERY ARANDA;MENSUAL;TARIFA ROR
31;79;1;01/08/2025;20/08/2025;1,761;BERA ;MENSUAL;TARIFA ROR
31;71;1;01/08/2025;20/08/2025;1,814;PUERTO DE BARCELONA;MENSUAL;TARIFA ROR
31;86;1;01/08/2025;20/08/2025;1,838;GIRONA-CALSINA;MENSUAL;TARIFA ROR
31;89;1;01/08/2025;20/08/2025;1,790;CATARROJA;MENSUAL;TARIFA ROR
