;ESTACION;PRODUCTO;INICIAL;FINAL;PVP;ESTACION;PAGO;TARIFA
88;53;1;01/08/2025;20/08/2025;1,809;VILAMALLA;MENSUAL;TARIFA 15 SUR
88;45;1;01/08/2025;20/08/2025;1,810;LACHAR;MENSUAL;TARIFA 15 SUR
88;47;1;01/08/2025;20/08/2025;1,798;LA CAMPANA;MENSUAL;TARIFA 15 SUR
88;56;1;01/08/2025;20/08/2025;1,845;AVILESINA;MENSUAL;TARIFA 15 SUR
88;61;1;01/08/2025;20/08/2025;1,810;GOR;MENSUAL;TARIFA 15 SUR
88;60;1;01/08/2025;20/08/2025;1,797;LLERS;MENSUAL;TARIFA 15 SUR
88;65;1;01/08/2025;20/08/2025;1,810;DARRO - A92;MENSUAL;TARIFA 15 SUR
88;68;1;01/08/2025;20/08/2025;1,885;MERIDA;MENSUAL;TARIFA 15 SUR
88;67;1;01/08/2025;20/08/2025;1,785;SANCTI-SPIRITUS;MENSUAL;TARIFA 15 SUR
88;77;1;01/08/2025;20/08/2025;1,785;MURCIA;MENSUAL;TARIFA 15 SUR
88;78;1;01/08/2025;20/08/2025;1,785;NORIOIL;MENSUAL;TARIFA 15 SUR
88;80;1;01/08/2025;20/08/2025;1,834;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA 15 SUR
88;81;1;01/08/2025;20/08/2025;1,846;WATERY ARANDA;MENSUAL;TARIFA 15 SUR
88;79;1;01/08/2025;20/08/2025;1,761;BERA ;MENSUAL;TARIFA 15 SUR
88;71;1;01/08/2025;20/08/2025;1,814;PUERTO DE BARCELONA;MENSUAL;TARIFA 15 SUR
88;86;1;01/08/2025;20/08/2025;1,838;GIRONA-CALSINA;MENSUAL;TARIFA 15 SUR
88;89;1;01/08/2025;20/08/2025;1,798;CATARROJA;MENSUAL;TARIFA 15 SUR
88;90;1;01/08/2025;20/08/2025;1,798;MANISES - EXOIL;MENSUAL;TARIFA 15 SUR
88;93;1;01/08/2025;20/08/2025;1,843;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA 15 SUR
88;94;1;01/08/2025;20/08/2025;1,832;VEGA DE VALCARCE;MENSUAL;TARIFA 15 SUR
88;95;1;01/08/2025;20/08/2025;1,842;HOILA TOLEDO;MENSUAL;TARIFA 15 SUR
88;97;1;01/08/2025;20/08/2025;1,807;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA 15 SUR
89;73;1;01/08/2025;20/08/2025;1,790;TORREJON;PREPAGO;PREPAGO 10
89;19;1;01/08/2025;20/08/2025;1,770;ARCOS JALON;PREPAGO;PREPAGO 10
89;26;1;01/08/2025;20/08/2025;1,777;ALFAJARIN;PREPAGO;PREPAGO 10
89;1;1;01/08/2025;20/08/2025;1,794;TORREMOCHA;PREPAGO;PREPAGO 10
89;2;1;01/08/2025;20/08/2025;1,794;MADRID;PREPAGO;PREPAGO 10
89;55;1;01/08/2025;20/08/2025;1,826;VALLECAS;PREPAGO;PREPAGO 10
89;96;1;01/08/2025;20/08/2025;1,790;ES VALDEMORO;PREPAGO;PREPAGO 10
89;9;1;01/08/2025;20/08/2025;1,753;PAMPLONA;PREPAGO;PREPAGO 10
89;10;1;01/08/2025;20/08/2025;1,753;PAMPLONA;PREPAGO;PREPAGO 10
89;74;1;01/08/2025;20/08/2025;1,790;HUMILLADERO;PREPAGO;PREPAGO 10
89;75;1;01/08/2025;20/08/2025;1,790;HUMILLADERO;PREPAGO;PREPAGO 10
89;27;1;01/08/2025;20/08/2025;1,794;UCLES;PREPAGO;PREPAGO 10
89;72;1;01/08/2025;20/08/2025;1,790;BENAMEJI;PREPAGO;PREPAGO 10
89;76;1;01/08/2025;20/08/2025;1,765;SORIA ALCUBILLAS;PREPAGO;PREPAGO 10
89;83;1;01/08/2025;20/08/2025;1,777;ES RIBA-ROJA;PREPAGO;PREPAGO 10
89;84;1;01/08/2025;20/08/2025;1,777;ES PISTA DE SILLA;PREPAGO;PREPAGO 10
89;85;1;01/08/2025;20/08/2025;1,802;ES REAL DE GANDIA;PREPAGO;PREPAGO 10
89;87;1;01/08/2025;20/08/2025;1,802;ES CHIVA;PREPAGO;PREPAGO 10
89;88;1;01/08/2025;20/08/2025;1,802;ES ALBERIC;PREPAGO;PREPAGO 10
89;18;1;01/08/2025;20/08/2025;1,790;ABRERA;PREPAGO;PREPAGO 10
89;70;1;01/08/2025;20/08/2025;1,826;VALDEHERRERA;PREPAGO;PREPAGO 10
89;23;1;01/08/2025;20/08/2025;1,826;EL CASAR;PREPAGO;PREPAGO 10
89;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;PREPAGO;PREPAGO 10
89;8;1;01/08/2025;20/08/2025;1,790;LA JOYOSA;PREPAGO;PREPAGO 10
89;82;1;01/08/2025;20/08/2025;1,794;JUNDIZ NORPETROL;PREPAGO;PREPAGO 10
89;16;1;01/08/2025;20/08/2025;1,923;OLIVERAL;PREPAGO;PREPAGO 10
89;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;PREPAGO;PREPAGO 10
89;5;1;01/08/2025;20/08/2025;1,807;GUARROMAN;PREPAGO;PREPAGO 10
89;41;1;01/08/2025;20/08/2025;1,814;VALDEPEÑAS;PREPAGO;PREPAGO 10
89;64;1;01/08/2025;20/08/2025;1,807;OPEN;PREPAGO;PREPAGO 10
89;44;1;01/08/2025;20/08/2025;1,777;TJOIL SEVILLA;PREPAGO;PREPAGO 10
89;33;1;01/08/2025;20/08/2025;1,830;BENAVENTE;PREPAGO;PREPAGO 10
89;34;1;01/08/2025;20/08/2025;1,800;IRUN ZAISA III;PREPAGO;PREPAGO 10
89;91;1;01/08/2025;20/08/2025;1,802;TARRAGONA;PREPAGO;PREPAGO 10
89;53;1;01/08/2025;20/08/2025;0,000;VILAMALLA;PREPAGO;PREPAGO 10
89;45;1;01/08/2025;20/08/2025;1,814;LACHAR;PREPAGO;PREPAGO 10
89;47;1;01/08/2025;20/08/2025;1,802;LA CAMPANA;PREPAGO;PREPAGO 10
89;56;1;01/08/2025;20/08/2025;1,838;AVILESINA;PREPAGO;PREPAGO 10
89;61;1;01/08/2025;20/08/2025;1,814;GOR;PREPAGO;PREPAGO 10
89;60;1;01/08/2025;20/08/2025;1,790;LLERS;PREPAGO;PREPAGO 10
89;65;1;01/08/2025;20/08/2025;1,814;DARRO - A92;PREPAGO;PREPAGO 10
89;68;1;01/08/2025;20/08/2025;1,878;MERIDA;PREPAGO;PREPAGO 10
89;67;1;01/08/2025;20/08/2025;1,777;SANCTI-SPIRITUS;PREPAGO;PREPAGO 10
89;77;1;01/08/2025;20/08/2025;1,777;MURCIA;PREPAGO;PREPAGO 10
89;78;1;01/08/2025;20/08/2025;1,777;NORIOIL;PREPAGO;PREPAGO 10
89;80;1;01/08/2025;20/08/2025;1,827;SAN VICENTE DEL PALACIO;PREPAGO;PREPAGO 10
89;81;1;01/08/2025;20/08/2025;1,839;WATERY ARANDA;PREPAGO;PREPAGO 10
89;79;1;01/08/2025;20/08/2025;1,753;BERA ;PREPAGO;PREPAGO 10
89;71;1;01/08/2025;20/08/2025;1,807;PUERTO DE BARCELONA;PREPAGO;PREPAGO 10
89;86;1;01/08/2025;20/08/2025;1,831;GIRONA-CALSINA;PREPAGO;PREPAGO 10
89;89;1;01/08/2025;20/08/2025;1,802;CATARROJA;PREPAGO;PREPAGO 10
89;90;1;01/08/2025;20/08/2025;1,802;MANISES - EXOIL;PREPAGO;PREPAGO 10
89;93;1;01/08/2025;20/08/2025;1,836;FEGOBLAN PONTEVEDRA;PREPAGO;PREPAGO 10
89;94;1;01/08/2025;20/08/2025;1,825;VEGA DE VALCARCE;PREPAGO;PREPAGO 10
89;95;1;01/08/2025;20/08/2025;1,834;HOILA TOLEDO;PREPAGO;PREPAGO 10
89;97;1;01/08/2025;20/08/2025;1,810;PETREM TRUCKS FIGUERES;PREPAGO;PREPAGO 10
91;73;1;01/08/2025;20/08/2025;1,802;TORREJON;PREPAGO;PREPAGO 20
91;19;1;01/08/2025;20/08/2025;1,782;ARCOS JALON;PREPAGO;PREPAGO 20
91;26;1;01/08/2025;20/08/2025;1,790;ALFAJARIN;PREPAGO;PREPAGO 20
91;1;1;01/08/2025;20/08/2025;1,807;TORREMOCHA;PREPAGO;PREPAGO 20
91;2;1;01/08/2025;20/08/2025;1,807;MADRID;PREPAGO;PREPAGO 20
91;55;1;01/08/2025;20/08/2025;1,833;VALLECAS;PREPAGO;PREPAGO 20
91;96;1;01/08/2025;20/08/2025;1,802;ES VALDEMORO;PREPAGO;PREPAGO 20
91;9;1;01/08/2025;20/08/2025;1,765;PAMPLONA;PREPAGO;PREPAGO 20
91;10;1;01/08/2025;20/08/2025;1,765;PAMPLONA;PREPAGO;PREPAGO 20
91;74;1;01/08/2025;20/08/2025;1,802;HUMILLADERO;PREPAGO;PREPAGO 20
91;75;1;01/08/2025;20/08/2025;1,802;HUMILLADERO;PREPAGO;PREPAGO 20
91;27;1;01/08/2025;20/08/2025;1,807;UCLES;PREPAGO;PREPAGO 20
91;72;1;01/08/2025;20/08/2025;1,802;BENAMEJI;PREPAGO;PREPAGO 20
91;76;1;01/08/2025;20/08/2025;1,777;SORIA ALCUBILLAS;PREPAGO;PREPAGO 20
91;83;1;01/08/2025;20/08/2025;1,790;ES RIBA-ROJA;PREPAGO;PREPAGO 20
91;84;1;01/08/2025;20/08/2025;1,790;ES PISTA DE SILLA;PREPAGO;PREPAGO 20
91;85;1;01/08/2025;20/08/2025;1,809;ES REAL DE GANDIA;PREPAGO;PREPAGO 20
91;87;1;01/08/2025;20/08/2025;1,809;ES CHIVA;PREPAGO;PREPAGO 20
91;88;1;01/08/2025;20/08/2025;1,809;ES ALBERIC;PREPAGO;PREPAGO 20
91;18;1;01/08/2025;20/08/2025;1,797;ABRERA;PREPAGO;PREPAGO 20
91;70;1;01/08/2025;20/08/2025;1,833;VALDEHERRERA;PREPAGO;PREPAGO 20
91;23;1;01/08/2025;20/08/2025;1,833;EL CASAR;PREPAGO;PREPAGO 20
91;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;PREPAGO;PREPAGO 20
91;8;1;01/08/2025;20/08/2025;1,797;LA JOYOSA;PREPAGO;PREPAGO 20
91;82;1;01/08/2025;20/08/2025;1,802;JUNDIZ NORPETROL;PREPAGO;PREPAGO 20
91;16;1;01/08/2025;20/08/2025;1,930;OLIVERAL;PREPAGO;PREPAGO 20
91;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;PREPAGO;PREPAGO 20
91;5;1;01/08/2025;20/08/2025;1,814;GUARROMAN;PREPAGO;PREPAGO 20
91;41;1;01/08/2025;20/08/2025;1,821;VALDEPEÑAS;PREPAGO;PREPAGO 20
91;64;1;01/08/2025;20/08/2025;1,814;OPEN;PREPAGO;PREPAGO 20
91;44;1;01/08/2025;20/08/2025;1,785;TJOIL SEVILLA;PREPAGO;PREPAGO 20
91;33;1;01/08/2025;20/08/2025;1,837;BENAVENTE;PREPAGO;PREPAGO 20
91;34;1;01/08/2025;20/08/2025;1,808;IRUN ZAISA III;PREPAGO;PREPAGO 20
91;91;1;01/08/2025;20/08/2025;1,809;TARRAGONA;PREPAGO;PREPAGO 20
91;53;1;01/08/2025;20/08/2025;0,000;VILAMALLA;PREPAGO;PREPAGO 20
91;45;1;01/08/2025;20/08/2025;1,821;LACHAR;PREPAGO;PREPAGO 20
91;47;1;01/08/2025;20/08/2025;1,809;LA CAMPANA;PREPAGO;PREPAGO 20
91;56;1;01/08/2025;20/08/2025;1,845;AVILESINA;PREPAGO;PREPAGO 20
91;61;1;01/08/2025;20/08/2025;1,821;GOR;PREPAGO;PREPAGO 20
91;60;1;01/08/2025;20/08/2025;1,797;LLERS;PREPAGO;PREPAGO 20
91;65;1;01/08/2025;20/08/2025;1,821;DARRO - A92;PREPAGO;PREPAGO 20
91;68;1;01/08/2025;20/08/2025;1,885;MERIDA;PREPAGO;PREPAGO 20
91;67;1;01/08/2025;20/08/2025;1,785;SANCTI-SPIRITUS;PREPAGO;PREPAGO 20
91;77;1;01/08/2025;20/08/2025;1,785;MURCIA;PREPAGO;PREPAGO 20
91;78;1;01/08/2025;20/08/2025;1,785;NORIOIL;PREPAGO;PREPAGO 20
91;80;1;01/08/2025;20/08/2025;1,834;SAN VICENTE DEL PALACIO;PREPAGO;PREPAGO 20
91;81;1;01/08/2025;20/08/2025;1,846;WATERY ARANDA;PREPAGO;PREPAGO 20
91;79;1;01/08/2025;20/08/2025;1,761;BERA ;PREPAGO;PREPAGO 20
91;71;1;01/08/2025;20/08/2025;1,814;PUERTO DE BARCELONA;PREPAGO;PREPAGO 20
91;86;1;01/08/2025;20/08/2025;1,838;GIRONA-CALSINA;PREPAGO;PREPAGO 20
91;89;1;01/08/2025;20/08/2025;1,809;CATARROJA;PREPAGO;PREPAGO 20
91;90;1;01/08/2025;20/08/2025;1,809;MANISES - EXOIL;PREPAGO;PREPAGO 20
91;93;1;01/08/2025;20/08/2025;1,843;FEGOBLAN PONTEVEDRA;PREPAGO;PREPAGO 20
91;94;1;01/08/2025;20/08/2025;1,832;VEGA DE VALCARCE;PREPAGO;PREPAGO 20
91;95;1;01/08/2025;20/08/2025;1,842;HOILA TOLEDO;PREPAGO;PREPAGO 20
91;97;1;01/08/2025;20/08/2025;1,817;PETREM TRUCKS FIGUERES;PREPAGO;PREPAGO 20
92;73;1;01/08/2025;20/08/2025;1,814;TORREJON;PREPAGO;PREPAGO 30
92;19;1;01/08/2025;20/08/2025;1,794;ARCOS JALON;PREPAGO;PREPAGO 30
92;26;1;01/08/2025;20/08/2025;1,802;ALFAJARIN;PREPAGO;PREPAGO 30
92;1;1;01/08/2025;20/08/2025;1,819;TORREMOCHA;PREPAGO;PREPAGO 30
92;2;1;01/08/2025;20/08/2025;1,819;MADRID;PREPAGO;PREPAGO 30
92;55;1;01/08/2025;20/08/2025;1,840;VALLECAS;PREPAGO;PREPAGO 30
92;96;1;01/08/2025;20/08/2025;1,814;ES VALDEMORO;PREPAGO;PREPAGO 30
92;9;1;01/08/2025;20/08/2025;1,777;PAMPLONA;PREPAGO;PREPAGO 30
92;10;1;01/08/2025;20/08/2025;1,777;PAMPLONA;PREPAGO;PREPAGO 30
92;74;1;01/08/2025;20/08/2025;1,814;HUMILLADERO;PREPAGO;PREPAGO 30
92;75;1;01/08/2025;20/08/2025;1,814;HUMILLADERO;PREPAGO;PREPAGO 30
92;27;1;01/08/2025;20/08/2025;1,819;UCLES;PREPAGO;PREPAGO 30
92;72;1;01/08/2025;20/08/2025;1,814;BENAMEJI;PREPAGO;PREPAGO 30
92;76;1;01/08/2025;20/08/2025;1,790;SORIA ALCUBILLAS;PREPAGO;PREPAGO 30
92;83;1;01/08/2025;20/08/2025;1,802;ES RIBA-ROJA;PREPAGO;PREPAGO 30
92;84;1;01/08/2025;20/08/2025;1,802;ES PISTA DE SILLA;PREPAGO;PREPAGO 30
92;85;1;01/08/2025;20/08/2025;1,816;ES REAL DE GANDIA;PREPAGO;PREPAGO 30
92;87;1;01/08/2025;20/08/2025;1,816;ES CHIVA;PREPAGO;PREPAGO 30
92;88;1;01/08/2025;20/08/2025;1,816;ES ALBERIC;PREPAGO;PREPAGO 30
92;18;1;01/08/2025;20/08/2025;1,804;ABRERA;PREPAGO;PREPAGO 30
92;70;1;01/08/2025;20/08/2025;1,840;VALDEHERRERA;PREPAGO;PREPAGO 30
92;23;1;01/08/2025;20/08/2025;1,840;EL CASAR;PREPAGO;PREPAGO 30
92;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;PREPAGO;PREPAGO 30
92;8;1;01/08/2025;20/08/2025;1,804;LA JOYOSA;PREPAGO;PREPAGO 30
92;82;1;01/08/2025;20/08/2025;1,809;JUNDIZ NORPETROL;PREPAGO;PREPAGO 30
92;16;1;01/08/2025;20/08/2025;1,937;OLIVERAL;PREPAGO;PREPAGO 30
92;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;PREPAGO;PREPAGO 30
92;5;1;01/08/2025;20/08/2025;1,821;GUARROMAN;PREPAGO;PREPAGO 30
92;41;1;01/08/2025;20/08/2025;1,828;VALDEPEÑAS;PREPAGO;PREPAGO 30
92;64;1;01/08/2025;20/08/2025;1,821;OPEN;PREPAGO;PREPAGO 30
92;44;1;01/08/2025;20/08/2025;1,792;TJOIL SEVILLA;PREPAGO;PREPAGO 30
92;33;1;01/08/2025;20/08/2025;1,844;BENAVENTE;PREPAGO;PREPAGO 30
92;34;1;01/08/2025;20/08/2025;1,815;IRUN ZAISA III;PREPAGO;PREPAGO 30
92;91;1;01/08/2025;20/08/2025;1,816;TARRAGONA;PREPAGO;PREPAGO 30
92;53;1;01/08/2025;20/08/2025;0,000;VILAMALLA;PREPAGO;PREPAGO 30
92;45;1;01/08/2025;20/08/2025;1,828;LACHAR;PREPAGO;PREPAGO 30
92;47;1;01/08/2025;20/08/2025;1,816;LA CAMPANA;PREPAGO;PREPAGO 30
92;56;1;01/08/2025;20/08/2025;1,853;AVILESINA;PREPAGO;PREPAGO 30
92;61;1;01/08/2025;20/08/2025;1,828;GOR;PREPAGO;PREPAGO 30
92;60;1;01/08/2025;20/08/2025;1,804;LLERS;PREPAGO;PREPAGO 30
92;65;1;01/08/2025;20/08/2025;1,828;DARRO - A92;PREPAGO;PREPAGO 30
92;68;1;01/08/2025;20/08/2025;1,892;MERIDA;PREPAGO;PREPAGO 30
92;67;1;01/08/2025;20/08/2025;1,792;SANCTI-SPIRITUS;PREPAGO;PREPAGO 30
92;77;1;01/08/2025;20/08/2025;1,792;MURCIA;PREPAGO;PREPAGO 30
92;78;1;01/08/2025;20/08/2025;1,792;NORIOIL;PREPAGO;PREPAGO 30
92;80;1;01/08/2025;20/08/2025;1,842;SAN VICENTE DEL PALACIO;PREPAGO;PREPAGO 30
92;81;1;01/08/2025;20/08/2025;1,854;WATERY ARANDA;PREPAGO;PREPAGO 30
92;79;1;01/08/2025;20/08/2025;1,768;BERA ;PREPAGO;PREPAGO 30
92;71;1;01/08/2025;20/08/2025;1,821;PUERTO DE BARCELONA;PREPAGO;PREPAGO 30
92;86;1;01/08/2025;20/08/2025;1,845;GIRONA-CALSINA;PREPAGO;PREPAGO 30
92;89;1;01/08/2025;20/08/2025;1,816;CATARROJA;PREPAGO;PREPAGO 30
92;90;1;01/08/2025;20/08/2025;1,816;MANISES - EXOIL;PREPAGO;PREPAGO 30
92;93;1;01/08/2025;20/08/2025;1,850;FEGOBLAN PONTEVEDRA;PREPAGO;PREPAGO 30
92;94;1;01/08/2025;20/08/2025;1,839;VEGA DE VALCARCE;PREPAGO;PREPAGO 30
92;95;1;01/08/2025;20/08/2025;1,849;HOILA TOLEDO;PREPAGO;PREPAGO 30
92;97;1;01/08/2025;20/08/2025;1,825;PETREM TRUCKS FIGUERES;PREPAGO;PREPAGO 30
